date,category,name,amount,remark,buildingName,roomNo,sourceSheet
2025-07-05,其他,钛金板运费+叉车费,920.0,钛金板运费+叉车费,,,7月耗材
2025-07-05,其他,打胶+螺丝,1200.0,打胶+螺丝,,,7月耗材
2025-07-07,其他,电焊工7.5天,3750.0,电焊工7.5天,,,7月耗材
2025-07-07,其他,涂料费22间内墙,10000.0,涂料费22间内墙,,,7月耗材
2025-07-07,维修,贴钛金板费,10800.0,贴钛金板费,,,7月耗材
2025-07-08,网络,网费,1140.0,网费,,,7月耗材
2025-07-08,其他,瓦工,40000.0,瓦工,,,7月耗材
2025-07-08,垃圾费,清运垃圾6车,6600.0,清运垃圾6车,,,7月耗材
2025-07-08,维修采购,冰箱11台,8507.0,冰箱11台,,,7月耗材
2025-07-12,维修采购,家具材料费,4570.0,家具材料费,,,7月耗材
2025-07-13,其他,门费用,19000.0,门费用,,,7月耗材
2025-07-13,其他,合同4本,38.0,合同4本,,,7月耗材
2025-07-15,其他,窗帘代鸿翼付,6680.0,窗帘代鸿翼付,,,7月耗材
2025-07-15,其他,窗帘12间,4136.0,窗帘12间 ,,,7月耗材
2025-07-15,维修采购,小床4张,200.0,小床4张,,,7月耗材
2025-07-22,其他,拖把+浴室刷大,78.0,拖把+浴室刷大,,,7月耗材
2025-07-23,其他,吊顶费,8800.0,吊顶费,,,7月耗材
2025-07-27,水电,水电工费,2000.0,水电工费,,,7月耗材
2025-07-27,其他,花箱,550.0,花箱,,,7月耗材
2025-07-28,垃圾费,垃圾费,800.0,垃圾费,,,7月耗材
2025-07-29,其他,瓦工,40000.0,瓦工,,,7月耗材
2025-07-29,维修采购,空调,10000.0,空调,,,7月耗材
2025-07-31,其他,帮鸿翼垫付,50000.0,帮鸿翼垫付,,,7月耗材
2025-08-01,水电,水电工,6000.0,水电工,,,8月耗材
2025-08-01,人工,工资,5000.0,保洁+门卫2人工资,,,8月耗材
2025-08-01,人工,工资,2000.0,水电工工资,,,8月耗材
2025-08-03,其他,水卫士浴室剂,59.8,水卫士浴室剂,,,8月耗材
2025-08-03,其他,Q栋晾晒架+绳子,130.0,Q栋晾晒架+绳子,,,8月耗材
2025-08-03,其他,水卫士出房剂,29.9,水卫士出房剂,,,8月耗材
2025-08-07,其他,电脑桌,688.0,电脑桌,,,8月耗材
2025-08-08,其他,管道疏通剂,59.7,管道疏通剂,,,8月耗材
2025-08-08,维修采购,马桶尿酸溶解剂,15.5,马桶尿酸溶解剂,,,8月耗材
2025-08-10,水电,水电工费用,5000.0,水电工费用,,,8月耗材
2025-08-10,其他,停车棚费用付清,5000.0,停车棚费用付清,,,8月耗材
2025-08-11,网络,网费,239.13,网费,,,8月耗材
2025-08-12,其他,绿化土,286.0,绿化土,,,8月耗材
2025-08-12,其他,竹子,118.0,竹子,,,8月耗材
2025-08-17,其他,吊顶费付清,8200.0,吊顶费付清,,,8月耗材
2025-08-20,其他,84消毒水,19.9,84消毒水,,,8月耗材
2025-08-20,其他,消防费用,20000.0,消防费用,,,8月耗材
2025-08-25,维修采购,空调费结清,15170.0,空调费结清 ,,,8月耗材
2025-08-25,其他,卫生费,800.0,卫生费,,,8月耗材
2025-08-26,其他,门锁费结清,10900.0,门锁费结清,,,8月耗材
2025-08-27,其他,瓦工费,20000.0,瓦工费,,,8月耗材
2025-08-28,其他,防臭洗水池4个,50.0,防臭洗水池4个,,,8月耗材
2025-08-28,其他,防臭地漏4个,66.0,防臭地漏4个,,,8月耗材
2025-08-28,其他,洗脸池防臭漏2个,22.9,洗脸池防臭漏2个,,,8月耗材
2025-09-01,其他,鸿翼第二季度余款,24941.0,鸿翼第二季度余款,,,9月耗材
2025-09-01,人工,工资,2000.0,水电工工资,,,9月耗材
2025-09-01,其他,香氛放置退房房间,73.0,香氛放置退房房间,,,9月耗材
2025-09-01,人工,工资,5000.0,保洁+门卫2人工资,,,9月耗材
2025-09-02,其他,浴室清洁卫剂,26.9,浴室清洁卫剂,,,9月耗材
2025-09-02,其他,水卫士清洁剂厨房,29.9,水卫士清洁出房,,,9月耗材
2025-09-07,其他,替鸿翼支付消防款付清,38000.0,替鸿翼支付消防款付清,,,9月耗材
2025-09-07,水电,水电工费付清,6000.0,水电工费付清,,,9月耗材
2025-09-08,网络,网费,1090.0,网费,,,9月耗材
2025-09-17,其他,三季度鸿翼付款房租费,5700.0,三季度鸿翼付款房租费,,,9月耗材
2025-09-17,其他,枕头1套,53.0,枕头1套,,,9月耗材
2025-09-22,其他,三季度鸿翼付款房租费,30000.0,三季度鸿翼付款房租费,,,9月耗材
2025-09-25,垃圾费,垃圾费,800.0,垃圾费,,,9月耗材
2025-09-25,其他,电梯年检费,200.0,电梯年检费,,,9月耗材
2025-09-26,其他,送中华香烟居委,450.0,送中华香烟居委,,,9月耗材
2025-09-27,其他,油漆涂料费结清,8000.0,油漆涂料费结清,,,9月耗材
2025-09-29,其他,三季度鸿翼付款房租费,50000.0,三季度鸿翼付款房租费,,,9月耗材
2025-10-01,人工,工资,2000.0,水电工工资,,,10月耗材
2025-10-01,人工,工资,5000.0,保洁+门卫2人工资,,,10月耗材
2025-10-02,其他,三季度鸿翼付款房租费,5000.0,三季度鸿翼付款房租费,,,10月耗材
2025-10-03,垃圾费,（前垃圾不给拉了）垃圾费,1000.0,（前垃圾不给拉了）垃圾费,,,10月耗材
2025-10-07,网络,网费,1240.0,网费,,,10月耗材
2025-10-09,维修采购,R206没桌子买桌子,151.0,R206没桌子买桌子,,,10月耗材
2025-10-10,其他,打样四件套,138.9,打样四件套,,,10月耗材
2025-10-10,其他,三季度鸿翼付款房租费,70000.0,三季度鸿翼付款房租费,,,10月耗材
2025-10-21,其他,氛围灯打样,125.0,氛围灯打样,,,10月耗材
2025-10-21,维修采购,S406热水器水龙头调换,90.0,S406热水器水龙头调换,,,10月耗材
2025-10-30,其他,三季度鸿翼付款房租费,60000.0,三季度鸿翼付款房租费,,,10月耗材
2025-10-31,维修采购,R212洗衣机是客户自己的,691.0,TCL洗衣机安装R212房间,,,10月耗材
2025-11-01,人工,工资,5000.0,保洁+门卫2人工资,,,11月耗材1
2025-11-01,垃圾费,垃圾费,1000.0,垃圾费,,,11月耗材1
2025-11-01,人工,工资,2000.0,水电工工资,,,11月耗材1
2025-11-02,其他,防水材料,75.0,防水材料,,,11月耗材1
2025-11-06,其他,五眼插座20个（备用）,150.0,五眼插座20个（备用）,,,11月耗材1
2025-11-06,其他,隔音棉S203太吵,24.0,隔音棉S203太吵隔音,,,11月耗材1
2025-11-06,其他,凳子20张备用,100.0,凳子20张备用,,,11月耗材1
2025-11-10,其他,电梯保养费,2100.0,电梯保养费（25.10.26-26.4.26）6个月,,,11月耗材1
2025-11-12,其他,印象城公寓订金,50000.0,印象城公寓订金,,,11月耗材1
2025-11-15,其他,洗脸池台盆,102.0,S105损坏安装,,,11月耗材1
2025-11-20,其他,三季度鸿翼付款房租费,15000.0,三季度鸿翼付款房租费,,,11月耗材1
2025-11-20,其他,焊洗脸水池架子,30.0,焊洗脸水池架子,,,11月耗材1
2025-11-21,其他,硅胶5只,75.0,硅胶5只,,,11月耗材1
2025-11-21,网络,网费,1135.0,网费,,,11月耗材1
2025-11-23,其他,清洁水卫士,49.8,清洁水卫士,,,11月耗材1
2025-11-24,维修采购,R213冰箱卖给我,200.0,原来没冰箱客户自己冰箱卖给我,,,11月耗材1
2025-11-26,其他,无线网收纳盒,25.0,无线网收纳盒217+213安装,,,11月耗材1
2025-11-26,其他,灯芯,25.0,217调换,,,11月耗材1
2025-12-01,人工,工资,5000.0,保洁+门卫2人工资,,,12月耗材1
2025-12-01,人工,工资,2000.0,水电工工资,,,12月耗材1
2025-12-01,垃圾费,垃圾费,1000.0,垃圾费,,,12月耗材1
2025-12-11,其他,花洒龙头配件,20.0,花洒龙头配件,,,12月耗材1
2025-12-11,维修采购,马桶盖2个,110.0,马桶盖2个,,,12月耗材1
2025-12-13,网络,网费,1140.0,网费,,,12月耗材1
2025-12-13,维修采购,马桶盖2个备用,94.0,马桶盖2个备用,,,12月耗材1
2025-12-26,其他,打样毛毯枕套,29.0,打样毛毯枕套,,,12月耗材1
2025-12-29,其他,三季度鸿翼付款房租费,100000.0,三季度鸿翼付款房租费,,,12月耗材1
2026-01-04,维修采购,马桶盖5个备用,215.0,马桶盖5个备用,,,1月耗材1
2026-01-05,其他,S414增压花洒,56.0,S414增压花洒,,,1月耗材1
2026-01-06,其他,84消毒液1桶,25.0,84消毒液1桶,,,1月耗材1
2026-01-12,维修采购,马桶清洁剂,16.0,马桶清洁剂,,,1月耗材1
2026-01-13,其他,防真绿植,66.4,防真绿植,,,1月耗材1
2026-01-13,网络,网费,1140.0,网费,,,1月耗材1
2026-01-17,其他,防真花（打样）,24.7,防真花（打样）,,,1月耗材1
2026-01-17,维修采购,床上四件套（打样）,117.6,床上四件套（打样）,,,1月耗材1
2026-01-17,其他,防真花（打样）,32.9,防真花（打样）,,,1月耗材1
2026-01-17,其他,房间摆件（打样）,16.95,房间摆件（打样）,,,1月耗材1
2026-01-17,其他,防真绿植（打样）,54.64,防真绿植（打样）,,,1月耗材1
2026-01-17,其他,防真花（打样）,12.48,防真花（打样）,,,1月耗材1
2026-01-20,其他,鸿翼付款房租费,62500.0,鸿翼付款房租费（25年10.11.12结清）,,,1月耗材1
2026-01-28,其他,漏电开关2套,192.0,S101调换漏电开关,,,1月耗材1
2026-02-01,网络,网费,1140.0,网费,,,2月耗材1
2026-02-01,人工,工资,2000.0,水电工工资,,,2月耗材1
2026-02-01,垃圾费,垃圾费,1000.0,垃圾费,,,2月耗材1
2026-02-01,维修,维修门禁电脑,90.0,维修门禁电脑,,,2月耗材1
2026-02-01,人工,工资,5000.0,保洁+门卫2人工资,,,2月耗材1
2026-02-05,其他,送礼警察,2000.0,送礼警察,,,2月耗材1
2026-02-08,维修,装修费Q栋余款结清,52000.0,装修费Q栋余款结清,,,2月耗材1
2026-02-17,维修采购,马桶盖5个,235.0,马桶盖5个,,,2月耗材1
2026-02-25,其他,桌子R313,186.0,放置R313,,,2月耗材1
2026-02-25,其他,护墙板补色漆,39.9,护墙板补色漆（修补护墙板）,,,2月耗材1
2026-02-26,其他,水卫士清洁剂,29.9,水卫士清洁剂,,,2月耗材1
2026-03-01,人工,工资,5000.0,保洁+门卫2人工资,,,3月耗材1
2026-03-01,人工,工资,2000.0,水电工工资,,,3月耗材1
2026-03-01,垃圾费,垃圾费,1200.0,垃圾费（垃圾太多增加费用）,,,3月耗材1
2026-03-01,网络,网费,1140.0,网费,,,3月耗材1
2026-03-05,其他,营养土200斤,111.0,营养土200斤,,,3月耗材1
2026-03-05,其他,竹子50棵,144.4,竹子50棵,,,3月耗材1
2026-03-06,其他,合同4本,50.5,合同4本,,,3月耗材1
2026-03-14,其他,门禁电池,40.0,门禁电池,,,3月耗材1
2026-03-14,其他,下水道疏通器,75.0,下水道疏通器,,,3月耗材1
2026-03-30,维修采购,S410买空调遥控器,20.0,S410买空调遥控器,,,3月耗材1
2026-04-01,人工,工资,5000.0,保洁+门卫2人工资,,,4月耗材1
2026-04-01,人工,工资,2000.0,水电工工资,,,4月耗材1
2026-04-01,垃圾费,垃圾费,1200.0,垃圾费（垃圾太多增加费用）,,,4月耗材1
2026-04-01,网络,网费,1140.0,网费,,,4月耗材1
2026-04-03,其他,消防灭火器,1200.0,消防灭火器,,,4月耗材1
2026-04-07,维修采购,S415调换热水器水龙头,120.0,S415调换热水器水龙头,,,4月耗材1
2026-04-10,其他,洗漱台R220添加,136.0,洗漱台R220添加,,,4月耗材1
2026-04-12,维修采购,马桶盖10个,422.0,马桶盖10个备用,,,4月耗材1
2026-04-12,其他,硅胶5支打胶备用,64.5,硅胶5支打胶备用,,,4月耗材1
2026-04-13,其他,打样假草莓,6.0,打样假草莓,,,4月耗材1
2026-04-13,其他,打样盘子,7.8,打样盘子,,,4月耗材1
2026-04-13,其他,打样假花,10.7,打样假花,,,4月耗材1
2026-04-13,其他,打样氛围灯,111.0,打样氛围灯,,,4月耗材1
2026-04-13,其他,打样枕芯,39.0,打样枕芯,,,4月耗材1
2026-04-13,其他,打样流苏,39.9,打样流苏,,,4月耗材1
2026-04-13,维修采购,打样床罩,52.0,打样床罩,,,4月耗材1
2026-04-19,其他,增压花洒2个,58.9,增压花洒2个调换,,,4月耗材1
2026-04-19,维修采购,马桶按压器10个,80.6,马桶按压器10个调换,,,4月耗材1
2026-04-19,维修采购,热水器水龙头,240.0,R305  S208调换,R栋,R305,4月耗材1
2026-04-19,其他,灯泡停车棚损坏,12.0,灯泡停车棚损坏,,,4月耗材1
2026-04-19,其他,防臭地漏6,72.0,防臭地漏6调换,,,4月耗材1
2026-04-23,其他,插座5个备用,60.0,插座Q101调换,,,4月耗材1
2026-04-25,其他,防水胶带,30.0,防水胶带（隔音增压泵）,,,4月耗材1
2026-04-25,其他,发泡胶,39.0,发泡胶（隔音增压泵）,,,4月耗材1
2026-04-25,其他,增压泵隔音棉,150.0,增压泵隔音棉,,,4月耗材1
2026-04-28,其他,小台灯打样,37.0,小台灯打样,,,4月耗材1
2026-04-28,其他,假面包打样+荷包蛋,11.0,假面包打样+荷包蛋,,,4月耗材1
2026-05-01,人工,工资,5000.0,保洁+门卫2人工资,,,5月耗材1
2026-05-01,人工,工资,2000.0,水电工工资,,,5月耗材1
2026-05-01,垃圾费,垃圾费,1200.0,垃圾费（垃圾太多增加费用）,,,5月耗材1
2026-05-01,网络,网费,2220.0,网费,,,5月耗材1
2026-05-08,其他,假绿植打样,18.42,假绿植打样,,,5月耗材1
2026-05-11,其他,假绿植打样,45.0,假绿植打样,,,5月耗材1
2026-05-11,其他,四件套打样,135.23,四件套打样,,,5月耗材1
2026-05-11,其他,暴力熊摆件打样,28.8,暴力熊摆件打样,,,5月耗材1
2026-05-11,其他,假百合花,16.79,假百合花,,,5月耗材1
2026-05-18,其他,淋浴龙头2个,240.0,淋浴龙头调换S204备用1个,,,5月耗材1
2026-05-18,其他,硅胶5只,50.0,损坏修补,,,5月耗材1
2026-05-19,其他,水卫士2套,69.84,水卫士2套打扫房间,,,5月耗材1
2026-05-20,其他,桌子R304补1个,173.2,桌子R304补1个,,,5月耗材1
2026-06-01,人工,工资,2000.0,水电工工资,,,6月耗材1
2026-06-01,垃圾费,垃圾费,200.0,垃圾费,,,6月耗材1
2026-06-01,网络,网费,1140.0,网费,,,6月耗材1
2026-06-01,维修采购,R305买冰箱,698.0,冰箱太小了留后面小房间用,,,6月耗材1
2026-06-01,其他,圆珠笔,14.45,签合同用,,,6月耗材1
2026-06-01,其他,假花打样,59.9,假花打样,,,6月耗材1
2026-06-01,其他,假花打样,19.79,假花打样,,,6月耗材1
2026-06-01,维修采购,马桶盖10个,427.5,马桶盖10个,,,6月耗材1
2026-06-01,人工,工资,5000.0,保洁+门卫2人工资,,,6月耗材1
2026-06-06,维修采购,热水器水龙头,480.0,调换S408备用3个,,,6月耗材1
2026-06-06,其他,晾衣绳100米,245.0,修复S栋晾衣绳,,,6月耗材1
2026-06-22,维修,防臭地漏贴,37.8,Q102防臭地漏贴,,,6月耗材1
