date,name,unit_price,purpose,amount,sheet,property
2025-05-08 00:00:00,钛金板安装费510平,11220,钛金板安装费510平,11220,5月耗材,嘉定公寓
2025-05-08 00:00:00,瓦工费,40000,瓦工费,40000,5月耗材,嘉定公寓
2025-05-09 00:00:00,毛巾架17个,557.6,毛巾架17个,557.6,5月耗材,嘉定公寓
2025-05-09 00:00:00,卫生间置物架,203.15,卫生间置物架18个,203.15,5月耗材,嘉定公寓
2025-05-09 00:00:00,路由器收纳盒,146.3,路由器收纳盒18个,146.3,5月耗材,嘉定公寓
2025-05-10 00:00:00,卫生间一体洗手池台,200,卫生间一体洗手池台,200,5月耗材,嘉定公寓
2025-05-10 00:00:00,吊顶,6000,吊顶,6000,5月耗材,嘉定公寓
2025-05-11 00:00:00,冰箱,6012,9台,6012,5月耗材,嘉定公寓
2025-05-11 00:00:00,TCL洗衣机,8190,TCL洗衣机9台,8190,5月耗材,嘉定公寓
2025-05-11 00:00:00,钢丝球清洁1包,28.99,钢丝球清洁1包,28.99,5月耗材,嘉定公寓
2025-05-11 00:00:00,卫生间去除马桶污渍,9.55,卫生间去除马桶污渍,9.55,5月耗材,嘉定公寓
2025-05-11 00:00:00,鸿翼垫资监控,10000,鸿翼垫资监控,10000,5月耗材,嘉定公寓
2025-05-12 00:00:00,家具费,28000,家具费付齐,28000,5月耗材,嘉定公寓
2025-05-12 00:00:00,水电工,14000,水电工10间付齐,14000,5月耗材,嘉定公寓
2025-05-13 00:00:00,除甲醛喷雾,49.9,除甲醛喷雾,49.9,5月耗材,嘉定公寓
2025-05-13 00:00:00,橡皮泥,20.9,橡皮泥,20.9,5月耗材,嘉定公寓
2025-05-13 00:00:00,洗衣机接管 美缝胶,636,洗衣机接管 美缝胶,636,5月耗材,嘉定公寓
2025-05-14 00:00:00,水电工,10000,水电工O栋,10000,5月耗材,嘉定公寓
2025-05-21 00:00:00,床上7件套打样,305,床上7件套打样,305,5月耗材,嘉定公寓
2025-05-21 00:00:00,床上5件套打样,218,床上5件套打样,218,5月耗材,嘉定公寓
2025-05-21 00:00:00,笔记本仿真打样,77,笔记本仿真打样,77,5月耗材,嘉定公寓
2025-05-21 00:00:00,干花打样,18.8,干花打样,18.8,5月耗材,嘉定公寓
2025-05-21 00:00:00,水果托盘打样,11.16,水果托盘打样,11.16,5月耗材,嘉定公寓
2025-05-21 00:00:00,仿真水果套餐打样,33.9,仿真水果套餐打样,33.9,5月耗材,嘉定公寓
2025-05-21 00:00:00,空气清新剂喷雾,26.8,空气清新剂喷雾,26.8,5月耗材,嘉定公寓
2025-05-21 00:00:00,窗帘,3526,窗帘,3526,5月耗材,嘉定公寓
2025-05-21 00:00:00,咖啡杯,30.8,咖啡杯,30.8,5月耗材,嘉定公寓
2025-05-21 00:00:00,窗户,3710,窗户,3710,5月耗材,嘉定公寓
2025-05-21 00:00:00,太阳能路灯,421.8,太阳能路灯2个,421.8,5月耗材,嘉定公寓
2025-05-21 00:00:00,太阳能路灯,117.41,太阳能路灯2个,117.41,5月耗材,嘉定公寓
2025-05-22 00:00:00,打样四件套,396.9,打样四件套,396.9,5月耗材,嘉定公寓
2025-05-23 00:00:00,床头摆件,24.98,打样,24.98,5月耗材,嘉定公寓
2025-05-23 00:00:00,床头摆件仿真花,19.72,打样,19.72,5月耗材,嘉定公寓
2025-05-23 00:00:00,床头摆件仿真花,8.4,打样,8.4,5月耗材,嘉定公寓
2025-05-23 00:00:00,水电工费用,20000,水电工费用,20000,5月耗材,嘉定公寓
2025-05-23 00:00:00,床头摆件,9.9,打样,9.9,5月耗材,嘉定公寓
2025-05-23 00:00:00,香氛,73.8,8瓶除异味,73.8,5月耗材,嘉定公寓
2025-05-23 00:00:00,地毯,29.92,打样,29.92,5月耗材,嘉定公寓
2025-05-24 00:00:00,卧室摆画,8.8,打样,8.8,5月耗材,嘉定公寓
2025-05-24 00:00:00,冰箱台布,27.02,打样,27.02,5月耗材,嘉定公寓
2025-05-26 00:00:00,大理石台面,4566,大理石台面,4566,5月耗材,嘉定公寓
2025-05-26 00:00:00,垃圾费,800,6月份垃圾费,800,5月耗材,嘉定公寓
2025-05-27 00:00:00,冰箱,648,R314房间前客户没有要,648,5月耗材,嘉定公寓
2025-05-27 00:00:00,凳子,56,R314房间前客户没有要,56,5月耗材,嘉定公寓
2025-05-29 00:00:00,空调费,10000,空调费,10000,5月耗材,嘉定公寓
2025-04-01 00:00:00,工资,5000,保洁+门卫2人工资,5000,4月耗材,嘉定公寓
2025-04-01 00:00:00,工资,2000,水电工工资,2000,4月耗材,嘉定公寓
2025-04-01 00:00:00,水电工费用,20000,水电工费用,20000,4月耗材,嘉定公寓
2025-04-01 00:00:00,垫资窗帘,20000,垫资窗帘,20000,4月耗材,嘉定公寓
2025-04-01 00:00:00,电梯油,150,电梯油,150,4月耗材,嘉定公寓
2025-04-02 00:00:00,给老杨工资,10000,给老杨工资,10000,4月耗材,嘉定公寓
2025-04-02 00:00:00,椅子,166.32,3把,166.32,4月耗材,嘉定公寓
2025-04-03 00:00:00,南孚电池,10,调换412没电了,10,4月耗材,嘉定公寓
2025-04-05 00:00:00,南孚电池,38.9,调换门锁电池,38.9,4月耗材,嘉定公寓
2025-04-05 00:00:00,床垫,121,S412加床少床垫,121,4月耗材,嘉定公寓
2025-04-06 00:00:00,冰箱,517.48,S405没有冰箱,517.48,4月耗材,嘉定公寓
2025-04-08 00:00:00,胶水,270,胶水,270,4月耗材,嘉定公寓
2025-04-10 00:00:00,网费,1140,3月份网费,1140,4月耗材,嘉定公寓
2025-04-13 00:00:00,冰箱,50,S405客户冰箱卖给我,50,4月耗材,嘉定公寓
2025-04-13 00:00:00,水泵,2890,水泵,2890,4月耗材,嘉定公寓
2025-04-14 00:00:00,热水器,3880,10台,3880,4月耗材,嘉定公寓
2025-04-15 00:00:00,三角阀全铜50个,800,三角阀全铜50个,800,4月耗材,嘉定公寓
2025-04-16 00:00:00,家具,10000,家具付齐,10000,4月耗材,嘉定公寓
2025-04-17 00:00:00,水电工费用,10000,水电工费用,10000,4月耗材,嘉定公寓
2025-04-17 00:00:00,钛金板订金,1000,钛金板订金,1000,4月耗材,嘉定公寓
2025-04-18 00:00:00,抚慰金,250,R107,250,4月耗材,嘉定公寓
2025-04-18 00:00:00,空调费,10000,结清,10000,4月耗材,嘉定公寓
2025-04-19 00:00:00,门订金,5000,门订金,5000,4月耗材,嘉定公寓
2025-04-19 00:00:00,垃圾费,2200,清运垃圾,2200,4月耗材,嘉定公寓
2025-04-22 00:00:00,钛金板费,9353,钛金板费,9350,4月耗材,嘉定公寓
2025-04-23 00:00:00,油烟机,2889.9,10台,2889.9,4月耗材,嘉定公寓
2025-04-23 00:00:00,家具订金,5000,家具订金,5000,4月耗材,嘉定公寓
2025-04-23 00:00:00,吊顶订金,5000,吊顶订金,5000,4月耗材,嘉定公寓
2025-04-23 00:00:00,洗水池订金,1360,洗水池订金,1360,4月耗材,嘉定公寓
2025-04-24 00:00:00,椅子,609.84,11把,609.84,4月耗材,嘉定公寓
2025-04-26 00:00:00,钛金板运费叉车费,1327,钛金板运费叉车费,1327,4月耗材,嘉定公寓
2025-04-26 00:00:00,垃圾费,800,5月垃圾费,800,4月耗材,嘉定公寓
2025-04-27 00:00:00,踢脚线 线条发泡剂,1673,踢脚线 线条发泡剂,1673,4月耗材,嘉定公寓
2025-04-27 00:00:00,结构胶 枪钉,1190,结构胶 枪钉,1190,4月耗材,嘉定公寓
2025-03-01 00:00:00,工资,5000,保洁+门卫2人工资,5000,3月耗材,嘉定公寓
2025-03-01 00:00:00,工资,2000,水电工工资,2000,3月耗材,嘉定公寓
2025-03-01 00:00:00,垃圾费,600,3月份,600,3月耗材,嘉定公寓
2025-03-02 00:00:00,热水器,3104,8台,3104,3月耗材,嘉定公寓
2025-03-02 00:00:00,椅子,521.8,10个,521.8,3月耗材,嘉定公寓
2025-03-05 00:00:00,网费,1126.8,2月份网费,1126.8,3月耗材,嘉定公寓
2025-03-06 00:00:00,三角阀,170,17个,170,3月耗材,嘉定公寓
2025-03-06 00:00:00,三角阀,50,5个,50,3月耗材,嘉定公寓
2025-03-06 00:00:00,胶水,120,打胶洗脸池开裂,120,3月耗材,嘉定公寓
2025-03-06 00:00:00,胶枪,12,打胶,12,3月耗材,嘉定公寓
2025-03-06 00:00:00,水管,40,水管,40,3月耗材,嘉定公寓
2025-03-06 00:00:00,水池,142,洗拖把池子,142,3月耗材,嘉定公寓
2025-03-08 00:00:00,洗衣机,6368.61,7台,6368.61,3月耗材,嘉定公寓
2025-03-08 00:00:00,热水器,1164,3台,1164,3月耗材,嘉定公寓
2025-03-11 00:00:00,水卫士,59.8,清洁打扫房间,59.8,3月耗材,嘉定公寓
2025-03-11 00:00:00,冰箱,4647,7台,4647,3月耗材,嘉定公寓
2025-03-12 00:00:00,凳子,329.67,5个,329.67,3月耗材,嘉定公寓
2025-03-12 00:00:00,监控,20000,安装监控,20000,3月耗材,嘉定公寓
2025-03-13 00:00:00,水池快递费,55,水池快递费,55,3月耗材,嘉定公寓
2025-03-16 00:00:00,消防垫资,2500,消防垫资,2500,3月耗材,嘉定公寓
2025-03-16 00:00:00,冰箱,1336,2台,冰箱,3月耗材,嘉定公寓
2025-03-16 00:00:00,氛围灯,55.1,R219客户需求,55.1,3月耗材,嘉定公寓
2025-03-16 00:00:00,电池,18,门锁换电池,18,3月耗材,嘉定公寓
2025-03-17 00:00:00,家具,10000,还欠1万,10000,3月耗材,嘉定公寓
2025-03-17 00:00:00,电梯,20000,结清,20000,3月耗材,嘉定公寓
2025-03-19 00:00:00,窗帘垫资,18346,窗帘垫资,18346,3月耗材,嘉定公寓
2025-03-22 00:00:00,停车棚材料费,3540,停车棚材料费,3540,3月耗材,嘉定公寓
2025-03-22 00:00:00,快递货架,262,快递货架,262,3月耗材,嘉定公寓
2025-03-23 00:00:00,氛围灯,55.1,R207客户需求,55.1,3月耗材,嘉定公寓
2025-03-23 00:00:00,三角阀,200,三角阀,200,3月耗材,嘉定公寓
2025-03-25 00:00:00,纱窗,260,R314客户需求,260,3月耗材,嘉定公寓
2025-03-25 00:00:00,送礼警察,2000,送礼警察,2000,3月耗材,嘉定公寓
2025-03-25 00:00:00,垃圾费,800,4月份提前付垃圾多加200,800,3月耗材,嘉定公寓
2025-02-01 00:00:00,工资,5000,保洁+门卫2人工资,5000,2月耗材,嘉定公寓
2025-02-01 00:00:00,工资,2000,水电工工资,2000,2月耗材,嘉定公寓
2025-02-03 00:00:00,冰箱大,2004,3台,2004,2月耗材,嘉定公寓
2025-02-03 00:00:00,冰箱小,1104,3台,1104,2月耗材,嘉定公寓
2025-02-04 00:00:00,门卫室,10000,还欠1万,10000,2月耗材,嘉定公寓
2025-02-04 00:00:00,大理石,10000,付齐,10000,2月耗材,嘉定公寓
2025-02-05 00:00:00,洗衣机康佳,919,1台,919,2月耗材,嘉定公寓
2025-02-05 00:00:00,洗衣机康佳,949,1台,949,2月耗材,嘉定公寓
2025-02-06 00:00:00,洗衣机TCL,833,1台,833,2月耗材,嘉定公寓
2025-02-06 00:00:00,卫具洗脸池,1100,10套,1100,2月耗材,嘉定公寓
2025-02-06 00:00:00,网费,1079.97,1月份网费,1079.97,2月耗材,嘉定公寓
2025-02-06 00:00:00,网费,180,新加6户开通3个月（11.12.1）,180,2月耗材,嘉定公寓
2025-02-07 00:00:00,洗衣机TCL,917,1台,917,2月耗材,嘉定公寓
2025-02-07 00:00:00,洗衣机TCL,913,1台,913,2月耗材,嘉定公寓
2025-02-08 00:00:00,热水器,1940,5台,1940,2月耗材,嘉定公寓
2025-02-10 00:00:00,冰箱小,1840,5台,1840,2月耗材,嘉定公寓
2025-02-10 00:00:00,冰箱大,3445,5台,3445,2月耗材,嘉定公寓
2025-02-12 00:00:00,家具,10000,还欠3万,10000,2月耗材,嘉定公寓
2025-02-12 00:00:00,康佳洗衣机,4890,5台,4890,2月耗材,嘉定公寓
2025-02-12 00:00:00,太阳花,93.65,种植花坛里,93.65,2月耗材,嘉定公寓
2025-02-12 00:00:00,绿化土500斤,205,种花,205,2月耗材,嘉定公寓
2025-02-14 00:00:00,床垫,147.7,1床,147.7,2月耗材,嘉定公寓
2025-02-15 00:00:00,充电桩锂电池,523,6路,523,2月耗材,嘉定公寓
2025-02-16 00:00:00,绿化土200斤,80.8,种植花坛里,80.8,2月耗材,嘉定公寓
2025-02-16 00:00:00,家具,10000,还欠2万,10000,2月耗材,嘉定公寓
2025-02-16 00:00:00,桌子,123.3,10张,123.3,2月耗材,嘉定公寓
2025-02-16 00:00:00,洗衣机TCL,908,1台,908,2月耗材,嘉定公寓
2025-02-16 00:00:00,冰箱,2590,5台,2590,2月耗材,嘉定公寓
2025-02-18 00:00:00,洗衣机TCL,4534.16,5台,4534.16,2月耗材,嘉定公寓
2025-02-18 00:00:00,桌子,901.6,10张,901.6,2月耗材,嘉定公寓
2025-02-18 00:00:00,床垫,796.4,5床,796.4,2月耗材,嘉定公寓
2025-02-19 00:00:00,冰箱,3245,5台,3245,2月耗材,嘉定公寓
2025-02-19 00:00:00,洗脸池,141,1套,141,2月耗材,嘉定公寓
2025-02-19 00:00:00,洗衣机TCL,885.7,1台,885.7,2月耗材,嘉定公寓
2025-02-21 00:00:00,洗衣机TCL,9068.31,10台,9068.31,2月耗材,嘉定公寓
2025-02-21 00:00:00,椅子,368.28,6张,368.28,2月耗材,嘉定公寓
2025-02-21 00:00:00,热水器,3880,10台,3880,2月耗材,嘉定公寓
2025-02-22 00:00:00,洗脸池,474,2套,474,2月耗材,嘉定公寓
2025-02-22 00:00:00,路由器收纳盒,39.73,6个,39.73,2月耗材,嘉定公寓
2025-02-22 00:00:00,床垫,288,1床,288,2月耗材,嘉定公寓
2025-02-22 00:00:00,桌子,370,3张,370,2月耗材,嘉定公寓
2025-02-23 00:00:00,冰箱,3245,5台,3245,2月耗材,嘉定公寓
2025-02-24 00:00:00,桌子,505.68,6张,505.68,2月耗材,嘉定公寓
2025-02-24 00:00:00,洗衣机TCL,4534.16,5台,4534.16,2月耗材,嘉定公寓
2025-02-24 00:00:00,三角阀,490,47个,490,2月耗材,嘉定公寓
2025-02-24 00:00:00,花洒,20,1个,20,2月耗材,嘉定公寓
2025-02-24 00:00:00,生胶带,60,30卷,60,2月耗材,嘉定公寓
2025-02-26 00:00:00,洗衣机TCL,4534.16,5台,4534.16,2月耗材,嘉定公寓
2025-02-26 00:00:00,冰箱,3108,6台,3108,2月耗材,嘉定公寓
2025-02-26 00:00:00,床头靠垫,39.9,1个打样,39.9,2月耗材,嘉定公寓
2025-02-26 00:00:00,床单,55,2个打样,55,2月耗材,嘉定公寓
2024-01-01 00:00:00,工资,5000,保洁+门卫2人工资,5000,1月耗材,嘉定公寓
2024-01-01 00:00:00,工资,2000,水电工工资,2000,1月耗材,嘉定公寓
2024-01-01 00:00:00,陪热水器软管,780,64根,780,1月耗材,嘉定公寓
2024-01-01 00:00:00,热水器接头,88,热水器接头,88,1月耗材,嘉定公寓
2024-01-02 00:00:00,洗衣机,3912,4台,3912,1月耗材,嘉定公寓
2024-01-02 00:00:00,垃圾费,600,12月份垃圾费,600,1月耗材,嘉定公寓
2024-01-02 00:00:00,空调接长插座,40,4个,40,1月耗材,嘉定公寓
2025-01-04 00:00:00,不锈钢毛巾架,630,20个,630,1月耗材,嘉定公寓
2025-01-04 00:00:00,路由器收纳盒,155.93,30个,155.93,1月耗材,嘉定公寓
2025-01-04 00:00:00,卫生间置物架,210,15个,210,1月耗材,嘉定公寓
2025-01-07 00:00:00,门卫室铝合金门,2725,门卫室铝合金门,2725,1月耗材,嘉定公寓
2025-01-13 00:00:00,洗脸池,2201,20套,2201,1月耗材,嘉定公寓
2025-01-15 00:00:00,家具,40000,家具还欠4万,40000,1月耗材,嘉定公寓
2025-01-18 00:00:00,电梯费,19000,还欠2万,19000,1月耗材,嘉定公寓
2025-01-20 00:00:00,空调费,16335,还欠1万,16335,1月耗材,嘉定公寓
2025-01-25 00:00:00,垃圾费,600,1月份垃圾费,600,1月耗材,嘉定公寓
2024-12-01 00:00:00,工资,5000,保洁+门卫2人工资,5000,12月耗材,嘉定公寓
2024-12-01 00:00:00,工资,2000,水电工工资,2000,12月耗材,嘉定公寓
2024-12-01 00:00:00,地图费用,80,网上搜索地图费用,80,12月耗材,嘉定公寓
2024-12-01 00:00:00,电梯费,20000,电梯费,20000,12月耗材,嘉定公寓
2024-12-02 00:00:00,卫生间洗漱台盆,118.7,安装空房间,118.7,12月耗材,嘉定公寓
2024-12-04 00:00:00,踢脚线,386,做踢脚线,386,12月耗材,嘉定公寓
2024-12-05 00:00:00,手枪钻,180,手枪钻,180,12月耗材,嘉定公寓
2024-12-05 00:00:00,门帘,48.5,门卫室,48.5,12月耗材,嘉定公寓
2024-12-06 00:00:00,洗衣机,919,安装空房间,919,12月耗材,嘉定公寓
2024-12-06 00:00:00,洗衣机,919,安装空房间,919,12月耗材,嘉定公寓
2024-12-06 00:00:00,冰箱,1790,安装空房间5台,1790,12月耗材,嘉定公寓
2024-12-06 00:00:00,洗衣机,1956,安装空房间2台,1956,12月耗材,嘉定公寓
2024-12-06 00:00:00,卫生间洗漱台盆,1173.63,安装空房间10套,1173.63,12月耗材,嘉定公寓
2024-12-06 00:00:00,网费,3304.8,9月10月月11月,3304.8,12月耗材,嘉定公寓
2024-12-06 00:00:00,安装电子门订金,1000,大门,1000,12月耗材,嘉定公寓
2024-12-07 00:00:00,洗衣机,1956,安装空房间2台,1956,12月耗材,嘉定公寓
2024-12-07 00:00:00,冰箱,1275.8,安装空房间2台,1275.8,12月耗材,嘉定公寓
2024-12-07 00:00:00,桌子,173.85,安装空房间3张,173.85,12月耗材,嘉定公寓
2024-12-07 00:00:00,凳子,161.57,安装空房间3张,161.57,12月耗材,嘉定公寓
2024-12-07 00:00:00,水龙头,100,安装空房间,100,12月耗材,嘉定公寓
2024-12-08 00:00:00,床垫,575,安装空房间5套,575,12月耗材,嘉定公寓
2024-12-08 00:00:00,浴室储物架,210.9,安装空房间15套,210.9,12月耗材,嘉定公寓
2024-12-09 00:00:00,花箱,919.4,4个花箱,919.4,12月耗材,嘉定公寓
2024-12-09 00:00:00,水龙头,114,两个,114,12月耗材,嘉定公寓
2024-12-09 00:00:00,地漏,279,49个安装洗漱台用,279,12月耗材,嘉定公寓
2024-12-10 00:00:00,洗衣机,978,安装空房间,978,12月耗材,嘉定公寓
2024-12-10 00:00:00,热水器,1940,安装空房间5台,1940,12月耗材,嘉定公寓
2024-12-10 00:00:00,铁管,240,做晾衣架,240,12月耗材,嘉定公寓
2024-12-11 00:00:00,椅子,153.5,安装空房间3张,153.5,12月耗材,嘉定公寓
2024-12-11 00:00:00,桌子,177.77,安装空房间3张,177.77,12月耗材,嘉定公寓
2024-12-11 00:00:00,洗衣机,3912,安装空房间4台,3912,12月耗材,嘉定公寓
2024-12-11 00:00:00,大理石台面,5000,厨房大理石台面,5000,12月耗材,嘉定公寓
2024-12-11 00:00:00,床垫,1840,床垫,1840,12月耗材,嘉定公寓
2024-12-12 00:00:00,门卫室订做,18500,门卫室订做还欠20000,18500,12月耗材,嘉定公寓
2024-12-12 00:00:00,洗漱台,1173.63,安装空房间10套,1173.63,12月耗材,嘉定公寓
2024-12-13 00:00:00,老杨工资,5000,工资,5000,12月耗材,嘉定公寓
2024-12-14 00:00:00,冰箱,1790,安装空房间5台,1790,12月耗材,嘉定公寓
2024-12-14 00:00:00,门禁门,4800,大门处,4800,12月耗材,嘉定公寓
2024-12-15 00:00:00,划线油漆 钻头,93,划线油漆 钻头,93,12月耗材,嘉定公寓
2024-12-16 00:00:00,洗漱池,1105.59,安装空房间10套,1105.59,12月耗材,嘉定公寓
2024-12-16 00:00:00,运费,160,床垫物流,160,12月耗材,嘉定公寓
2024-12-16 00:00:00,快递货架,500,快递货架2个,500,12月耗材,嘉定公寓
2024-12-17 00:00:00,洗衣机,2934,3台,2934,12月耗材,嘉定公寓
2024-12-17 00:00:00,桌子,630,10张,630,12月耗材,嘉定公寓
2024-12-17 00:00:00,椅子,95,4张,95,12月耗材,嘉定公寓
2024-12-17 00:00:00,热水器,1940,5台,1940,12月耗材,嘉定公寓
2024-12-20 00:00:00,去污碱,38.89,10斤打扫卫生,38.89,12月耗材,嘉定公寓
2024-12-20 00:00:00,家具费,20000,还欠8万,20000,12月耗材,嘉定公寓
2024-12-20 00:00:00,空调费,20000,空调费,20000,12月耗材,嘉定公寓
2024-12-21 00:00:00,洗衣机,978,1台,978,12月耗材,嘉定公寓
2024-12-22 00:00:00,指示牌,1750,指示牌,1750,12月耗材,嘉定公寓
2024-12-22 00:00:00,换气扇,500,换气扇,500,12月耗材,嘉定公寓
2024-12-23 00:00:00,窗户隔音条,58,窗户隔音条,58,12月耗材,嘉定公寓
2024-12-23 00:00:00,洗衣机,1956,2台,1956,12月耗材,嘉定公寓
2024-12-25 00:00:00,桌子,630,10张,630,12月耗材,嘉定公寓
2024-12-25 00:00:00,椅子,188.16,8把,188.16,12月耗材,嘉定公寓
2024-12-25 00:00:00,灯泡接线,20,快递接线灯泡,20,12月耗材,嘉定公寓
2024-12-25 00:00:00,冰箱,1790,5台,1790,12月耗材,嘉定公寓
2024-12-25 00:00:00,洗衣机,1956,2台,1956,12月耗材,嘉定公寓
2024-12-26 00:00:00,洗衣机,1956,2台,1956,12月耗材,嘉定公寓
2024-11-01 00:00:00,工资,5000,保洁2人工资,5000,11月耗材,嘉定公寓
2024-11-01 00:00:00,工资,2400,水电工工资,2400,11月耗材,嘉定公寓
2024-11-01 00:00:00,洗衣机,949,放置空房间,949,11月耗材,嘉定公寓
2024-11-01 00:00:00,保洁铲刀,24,三把铲刀1盒刀片,24,11月耗材,嘉定公寓
2024-11-01 00:00:00,席梦思床垫,3400,放置空房间10床,3400,11月耗材,嘉定公寓
2024-11-01 00:00:00,卫生间三角置物架,124.74,放置空房间10套,124.74,11月耗材,嘉定公寓
2024-11-01 00:00:00,厨房水槽,504,放置空房间4套,504,11月耗材,嘉定公寓
2024-11-01 00:00:00,软管配件,425,安装热水器,425,11月耗材,嘉定公寓
2024-11-01 00:00:00,踢脚线,280,安装房间踢脚线,280,11月耗材,嘉定公寓
2024-11-01 00:00:00,钻头,30,工具上用,30,11月耗材,嘉定公寓
2024-11-02 00:00:00,不锈钢置物架,1600,安装空房间,1600,11月耗材,嘉定公寓
2024-11-02 00:00:00,洗脸池一体,2854,10套安装空房间,2854,11月耗材,嘉定公寓
2024-11-02 00:00:00,下水道密封圈,27.55,10个密封下水管防臭,27.55,11月耗材,嘉定公寓
2024-11-02 00:00:00,下水道密封圈,71.1,11个密封下水管防臭,71.1,11月耗材,嘉定公寓
2024-11-03 00:00:00,浴室置物架,281.2,20套安装空房间,281.2,11月耗材,嘉定公寓
2024-11-05 00:00:00,买踢脚线+胶水+钉,1358,安装空置房间,1358,11月耗材,嘉定公寓
2024-11-05 00:00:00,大理石台面,5000,一共欠20186付了5000,5000,11月耗材,嘉定公寓
2024-11-05 00:00:00,桌子,688.5,5张放置空房间,688.5,11月耗材,嘉定公寓
2024-11-05 00:00:00,椅子,218,5张放置空房间,218,11月耗材,嘉定公寓
2024-11-06 00:00:00,漏油器收纳盒,207.9,20套安装空房间,207.9,11月耗材,嘉定公寓
2024-11-06 00:00:00,合同簿,47.5,5本签合同用,47.5,11月耗材,嘉定公寓
2024-11-07 00:00:00,电瓶车充电桩,2020,15台安装充电桩,2020,11月耗材,嘉定公寓
2024-11-08 00:00:00,停车位划线,692,划停车线,692,11月耗材,嘉定公寓
2024-11-08 00:00:00,水池快递费,84,水池快递费,84,11月耗材,嘉定公寓
2024-11-08 00:00:00,门卫室生态板,260,安装门卫室,260,11月耗材,嘉定公寓
2024-11-09 00:00:00,热水器,3492,9台热水器,3492,11月耗材,嘉定公寓
2024-11-09 00:00:00,木工家具,20000,做家具费,20000,11月耗材,嘉定公寓
2024-11-11 00:00:00,安装充电桩线路,470,安装充电桩,470,11月耗材,嘉定公寓
2024-11-11 00:00:00,床板物流费,60,床板物流费,60,11月耗材,嘉定公寓
2024-11-11 00:00:00,踢脚线,140,踢脚线,140,11月耗材,嘉定公寓
2024-11-11 00:00:00,洗衣机水管,195,接长管子,195,11月耗材,嘉定公寓
2024-11-11 00:00:00,结构胶,180,结构胶1箱,180,11月耗材,嘉定公寓
2024-11-12 00:00:00,给老杨工资,10000,工资,10000,11月耗材,嘉定公寓
2024-11-13 00:00:00,洗衣机,949,安装空房间,949,11月耗材,嘉定公寓
2024-11-14 00:00:00,洗衣机,919,安装空房间,919,11月耗材,嘉定公寓
2024-11-15 00:00:00,买玻璃胶,320,打厨房洗水池,320,11月耗材,嘉定公寓
2024-11-16 00:00:00,洗衣机,919,安装空房间,919,11月耗材,嘉定公寓
2024-11-18 00:00:00,钢丝绳,120,安装晾衣架,120,11月耗材,嘉定公寓
2024-11-18 00:00:00,洗衣机,919,安装空房间,919,11月耗材,嘉定公寓
2024-11-20 00:00:00,洗衣机,919,安装空房间,919,11月耗材,嘉定公寓
2024-11-20 00:00:00,洗衣机,949,安装空房间,949,11月耗材,嘉定公寓
2024-11-20 00:00:00,冰箱,346.81,安装空房间,346.81,11月耗材,嘉定公寓
2024-11-20 00:00:00,盖垃圾房材料费,668,方管 彩钢瓦 马腿,668,11月耗材,嘉定公寓
2024-11-20 00:00:00,灭火器,1260,12个灭火器,1260,11月耗材,嘉定公寓
2024-11-20 00:00:00,晾衣钢丝,112,晾衣服,112,11月耗材,嘉定公寓
2024-11-20 00:00:00,空调费,20000,空调费,20000,11月耗材,嘉定公寓
2024-11-21 00:00:00,冰箱,346.81,安装空房间,346.81,11月耗材,嘉定公寓
2024-11-21 00:00:00,洗衣机,919,安装空房间,919,11月耗材,嘉定公寓
2024-11-21 00:00:00,电焊机焊条,300,电焊机焊条,300,11月耗材,嘉定公寓
2024-11-22 00:00:00,垃圾房彩钢瓦拉杆,180,垃圾房彩钢瓦拉杆,180,11月耗材,嘉定公寓
2024-11-24 00:00:00,拉晾衣架材料,520,拉晾衣架材料,520,11月耗材,嘉定公寓
2024-11-26 00:00:00,买路灯,394,安装路灯,394,11月耗材,嘉定公寓
2024-11-26 00:00:00,拉晾衣架材料,86,拉晾衣架材料,86,11月耗材,嘉定公寓
2024-11-26 00:00:00,洗衣机,919,安装空房间,919,11月耗材,嘉定公寓
2024-11-26 00:00:00,洗衣机,949,安装空房间,949,11月耗材,嘉定公寓
2024-11-26 00:00:00,冰箱,1784.09,安装空房间5台,1784.09,11月耗材,嘉定公寓
2024-11-26 00:00:00,热水器,3880,安装空房间10台,3880,11月耗材,嘉定公寓
2024-11-27 00:00:00,美缝胶,280,打胶,280,11月耗材,嘉定公寓
2024-11-27 00:00:00,广角镜,169,安装大门口,169,11月耗材,嘉定公寓
2024-11-27 00:00:00,种花台子,299.2,大门种植,299.2,11月耗材,嘉定公寓
2024-11-27 00:00:00,太阳能照明,349,安装路灯,349,11月耗材,嘉定公寓
2024-11-27 00:00:00,晾衣绳,30.92,安装晾衣架,30.92,11月耗材,嘉定公寓
2024-11-27 00:00:00,防臭地漏,14.7,安装,14.7,11月耗材,嘉定公寓
2026-07-01 00:00:00,垃圾费,800,7份垃圾费,800,7月耗材2,明远公寓
2026-07-01 00:00:00,香氛,86.85,挂楼道人多味道难闻（有死老鼠）,86.85,7月耗材2,明远公寓
2026-07-01 00:00:00,208卫生费,50,208卫生费,50,7月耗材2,明远公寓
2026-07-02 00:00:00,328换灯芯3个备用2个,60,328换灯芯,60,7月耗材2,明远公寓
2026-07-03 00:00:00,322换密码锁,166,322换密码锁（损坏调换）,166,7月耗材2,明远公寓
2026-07-07 00:00:00,210卫生费,50,210卫生费,50,7月耗材2,明远公寓
